Title,Offer_price,Real_price,Discount,Rating,Review,Category,Platform
OnePlus Bullets Wireless Z2 ANC Earphones with 45dB Hybrid Bluetooth,2099,2499.0,16,3.8,1584018,Earphone,Flipkart
Aroma NB119B Badshah - 40 Hours Playtime Neckband Bluetooth,269,1499.0,82,3.8,427305,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
HOPPUP Predator Xo3 Gaming Earbuds with 35MS Bluetooth,797,4999.0,84,3.8,9975,Earphone,Flipkart
"realme Buds T200 Lite with 12.4mm Driver, 48hrs Playback, AI ENC & Dual-Device Pairing Bluetooth",1399,1999.0,30,3.8,452026,Earphone,Flipkart
"boAt Airdopes Alpha,35H Battery, 13mm Drivers,ENx, Stream Ad Free Music via App Bluetooth",999,3490.0,71,3.8,736399,Earphone,Flipkart
"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, Low Latency, 5.3v Bluetooth",799,4999.0,84,3.8,280633,Earphone,Flipkart
"Number Super Buds Pro GT99 Dual Pair, 4 Mic ENC Gaming RGB TWS,35ms Latency,50H Battery Bluetooth",799,4999.0,84,3.8,32756,Earphone,Flipkart
Aroma NB121 Pods Upto 40 Hours Playtime* Type C Fast Charging Dual Pairing Earbuds Bluetooth,289,1299.0,77,3.8,111838,Earphone,Flipkart
"GOBOULT Fcharge with 40H Battery, ENC Mic, Fast Charging, Fast Pairing Bluetooth",899,4999.0,82,3.8,155974,Earphone,Flipkart
"Jib Wired Earbuds with Microphone, Noise Isolating Fit, Call and Track Control",399,1999.0,80,3.8,56953,Earphone,Flipkart
"Mi Earphones with Mic, Ultra Deep Bass & Metal Sound Chamber Wired",499,999.0,50,3.8,558182,Earphone,Flipkart
"boAt Rockerz 110 with 40 HRS Playback, ENx Technology, Beast Mode & ASAP Charge Bluetooth",899,2490.0,63,3.8,179432,Earphone,Flipkart
"GOBOULT Mustang Torq 60Hrs Battery Life, App Support, 4 Mic ENC, Breathable LEDs, 5.4v Bluetooth",1799,5999.0,70,3.8,85000,Earphone,Flipkart
"boAt Airdopes 161/163,ASAP Charge,40 H Battery, Stream Ad Free Music via App Support Bluetooth",999,2490.0,59,3.8,1534452,Earphone,Flipkart
Mi Type C Wired Headset with Mic Wired,599,999.0,40,3.8,558182,Earphone,Flipkart
"HOPPUP Xo6 Gaming Earbuds with 35MS Low Latency, RGB LED, 13MM DRIVERS & 50H PlayTime Bluetooth",789,4999.0,84,3.8,11050,Earphone,Flipkart
"TRIGGR Ultrabuds N1 Neo with ENC, 40Hr Playback, 13mm Drivers, Rich Bass, Fast Charging Bluetooth",599,2999.0,80,3.8,72449,Earphone,Flipkart
"vivo XE160 Earphones with 3.5mm jack & mic, compatible with Smartphones & Tablets Wired",399,499.0,20,3.8,7525,Earphone,Flipkart
"realme Buds Wireless 5 Lite with 35Hrs Playback,12.4mm Drivers,ENC,IP55 & 45ms Latency Bluetooth",1199,1999.0,40,3.8,182933,Earphone,Flipkart
"OnePlus Nord Buds 3r TWS Earbud, 10min charge for 8hr Music, 3D Audio, 2-mic call Bluetooth",1799,1999.0,10,3.8,375433,Earphone,Flipkart
"boAt Rockerz 255 Pro+, 60H Battery, ASAP Charge, Stream Ad Free Music via App Support Bluetooth",1069,3990.0,73,3.8,505781,Earphone,Flipkart
"Noise Buds UNO, 40Hrs Playtime, Quad Mic with ENC, Premium Leather Accent, Dual Pair Bluetooth",1099,3499.0,68,3.8,21766,Earphone,Flipkart
"Noise Buds VS102 Elite with 50Hr Playtime, ENC, Quad Mic, Chrome finish Flybird Design Bluetooth",999,3499.0,71,3.8,689023,Earphone,Flipkart
"Aroma NB126 Berry V5.4 Upto 60Hr Playtime* Dual Paring, Fast Charging, Heavy Bass Bluetooth",496,2999.0,83,3.8,71099,Earphone,Flipkart
SpinBot BattleBudz C30 Type-C Gaming Earphones with Gaming Driver & Boom Mic Wired Gaming,797,1499.0,46,3.8,1197,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Low Latency Gaming, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"realme Buds Wireless 5 with 50dB ANC, 360 degree Spatial Audio, IP55 and 38hrs Playback Bluetooth",1799,2799.0,35,3.8,63260,Earphone,Flipkart
realme Buds 3 wired Wired,599,999.0,40,3.8,154371,Earphone,Flipkart
"Aroma NB119 Pro Belief Upto 48H Playtime* Fast Charging, Dual Pairing Neckband Bluetooth",499,1999.0,75,3.8,47392,Earphone,Flipkart
"boAt Airdopes 161/163,ASAP Charge,40 H Battery, Stream Ad Free Music via App Support Bluetooth",999,2490.0,59,3.8,1534452,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
FRONY EQ-1033 P47 Headset Super Extra Bass Bluetooth Headset (Furious On the Ear) Bluetooth,298,899.0,66,3.8,20,Earphone,Flipkart
"truke Buds Lite with 60H Playtime, Deep Bass, 13mm Speakers, Quad-Mic ENC, Low Latency Bluetooth",699,2499.0,72,3.8,4808,Earphone,Flipkart
OnePlus Nord Buds 2r in Ear Earbuds with Dual Mic & AI Crystal Clear Call Bluetooth,1799,2299.0,21,3.8,375433,Earphone,Flipkart
"Portronics Harmonics Twins S3 Smart TWS Earbuds,20 Hours Playtime, Booming Bass Bluetooth",648,1999.0,67,3.8,10584,Earphone,Flipkart
"PTron Bassbuds Vibe w/ 34 Hrs Playback,Clear Calls,13mm Dynamic Drivers,Bluetooth V5.3 Bluetooth",599,2899.0,79,3.8,22297,Earphone,Flipkart
JBL C150SI with One Button Universal Remote Wired Gaming,699,1399.0,50,3.8,437247,Earphone,Flipkart
OnePlus Nord Buds 2r in Ear Earbuds with Dual Mic & AI Crystal Clear Call Bluetooth,1799,2299.0,21,3.8,375433,Earphone,Flipkart
SpinBot BattleBudz C10 Type-C Gaming Earphones with Boom Mic Wired Gaming,697,1499.0,53,3.8,4903,Earphone,Flipkart
"boAt Airdopes 161, Adv 4Mic ENx, 50H Battery,Fast Charge,13mm Driver, Metallic Finish Bluetooth",999,2999.0,66,3.8,1534452,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
HOPPUP Predator Xo3 Gaming Earbuds with 35MS Bluetooth,797,4999.0,84,3.8,9975,Earphone,Flipkart
"OPPO Enco Buds3 Pro,12.4mm Driver,54hrs Playback,Deep Bass,Dual-Device Pairing,IP55 Bluetooth",1799,3499.0,48,3.8,416827,Earphone,Flipkart
"Mivi Duopods I6, 55Hrs PT, HD Call, Fast Charging, 3D Sound, 9EQ Modes App Supp, IPX4 Bluetooth",699,3499.0,80,3.8,54498,Earphone,Flipkart
"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, Low Latency, 5.3v Bluetooth",799,4999.0,84,3.8,280633,Earphone,Flipkart
"Number Super Buds Pro GT99 Dual Pair, 4 Mic ENC Gaming RGB TWS,35ms Latency,50H Battery Bluetooth",799,4999.0,84,3.8,32756,Earphone,Flipkart
OnePlus Bullets Wireless Z2 Bluetooth,1399,2299.0,39,3.8,1584018,Earphone,Flipkart
MOTOROLA Moto Buds Bass |Hi-Res Audio & LDAC | 12.4mm drivers |50dB True ANC | 6 Mic Bluetooth,2299,4999.0,54,3.8,13967,Earphone,Flipkart
"boAt Airdopes 161/163,ASAP Charge,40 H Battery, Stream Ad Free Music via App Support Bluetooth",999,2490.0,59,3.8,1534452,Earphone,Flipkart
"realme Buds Air8 with 55dB ANC,11+6mm Dual Drivers,AI Translator,58Hrs battery & IP55 Bluetooth",3799,5299.0,28,3.8,1015,Earphone,Flipkart
"boAt Rockerz 110 with 40 HRS Playback, ENx Technology, Beast Mode & ASAP Charge Bluetooth",899,2490.0,63,3.8,179432,Earphone,Flipkart
"GOBOULT Mustang Torq 60Hrs Battery Life, App Support, 4 Mic ENC, Breathable LEDs, 5.4v Bluetooth",1799,5999.0,70,3.8,85000,Earphone,Flipkart
"TRIGGR Ultrabuds N4 with Premium Finish, Rubber Grip Design, 40H Battery, 13 mm Drivers Bluetooth",599,1999.0,70,3.8,15140,Earphone,Flipkart
HOPPUP Predator Xo1 Earbuds with 50H Bluetooth Gaming,699,4999.0,86,3.8,34248,Earphone,Flipkart
"HOPPUP Xo6 Gaming Earbuds with 35MS Low Latency, RGB LED, 13MM DRIVERS & 50H PlayTime Bluetooth",789,4999.0,84,3.8,11050,Earphone,Flipkart
"TRIGGR Ultrabuds N1 Neo with ENC, 40Hr Playback, 13mm Drivers, Rich Bass, Fast Charging Bluetooth",599,2999.0,80,3.8,72449,Earphone,Flipkart
"Mivi DuoPods Blaze [New launch], AI-ENC, 60 Hrs, 13mm Drivers, Fast Charging, BT v5.3 Bluetooth",799,3999.0,80,3.8,13975,Earphone,Flipkart
"boAt Rockerz 301 ANC,13mm Drivers,Hall Switch, ~30dB ANC,Stream Ad Free Music via App Bluetooth",1299,3490.0,62,3.8,4468,Earphone,Flipkart
"Mivi Duopods D4, 50Hrs Playtime, HD Call, Fast Charging, IPX4, Voice Assistant, 5.3v Bluetooth",599,2999.0,80,3.8,92735,Earphone,Flipkart
"Mivi Duopods K2, 40Hrs PT, HD Call, Fast Charging, 50ms Latency,IPX4, Voice Asst.5.3v Bluetooth",699,2999.0,76,3.8,122721,Earphone,Flipkart
"Noise Buds UNO, 40Hrs Playtime, Quad Mic with ENC, Premium Leather Accent, Dual Pair Bluetooth",1099,3499.0,68,3.8,21766,Earphone,Flipkart
"Noise Buds VS102 Elite with 50Hr Playtime, ENC, Quad Mic, Chrome finish Flybird Design Bluetooth",999,3499.0,71,3.8,689023,Earphone,Flipkart
MOTOROLA Moto Buds Bass |Hi-Res Audio & LDAC | 12.4mm drivers |50dB True ANC | 6 Mic Bluetooth,2299,4999.0,54,3.8,13967,Earphone,Flipkart
boAt Nirvana Ion with 120 Hours Playback & Crystal Bionic Sound by Hifi DSP 5 Bluetooth,1469,7990.0,81,3.8,125614,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Low Latency Gaming, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"Mivi DuoPods Beat ,60 Hours, 13mm Bass, AI-ENC, IPX 4.0, BT v5.3 earbuds Bluetooth",999,4999.0,80,3.8,423,Earphone,Flipkart
"boAt Rockerz 333 Bluetooth Neckband, Upto 30H Battery, ASAP Charge, Dual Pairing,IPX5 Bluetooth",999,2490.0,59,3.8,257995,Earphone,Flipkart
"JBL Wave Beam TWS, 32Hr Playtime, IP54, Smart Ambient & TalkThru Mode, JBL App Bluetooth",2499,4999.0,50,3.8,17429,Earphone,Flipkart
"PTron Bassbuds Vibe w/ 34 Hrs Playback,Clear Calls,13mm Dynamic Drivers,Bluetooth V5.3 Bluetooth",599,2899.0,79,3.8,22297,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
FRONY EQ-1033 P47 Headset Super Extra Bass Bluetooth Headset (Furious On the Ear) Bluetooth,298,899.0,66,3.8,20,Earphone,Flipkart
"Shivay Enterprises NEW ANC TWS, Ear buds with 48HRS Battery, Fast Charge, Blutooth & Mic.A1_164 Bluetooth",292,1999.0,85,3.8,10,Earphone,Flipkart
"PTron Bassbuds Vibe w/ 34 Hrs Playback,Clear Calls,13mm Dynamic Drivers,Bluetooth V5.3 Bluetooth",599,2899.0,79,3.8,22297,Earphone,Flipkart
"Portronics Harmonics Twins S3 Smart TWS Earbuds,20 Hours Playtime, Booming Bass Bluetooth",648,1999.0,67,3.8,10584,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
TECHFIRE Fire 500v2 Neckband hi-bass Wireless headphone Bluetooth Gaming,288,1000.0,71,3.8,165079,Earphone,Flipkart
TECHFIRE Fire 500v2 Neckband hi-bass Wireless Bluetooth,288,1099.0,73,3.8,165079,Earphone,Flipkart
Lufina TWS WHITE Earbud Bluetooth,267,1499.0,82,3.8,3,Earphone,Flipkart
"boAt Airdopes 181 Pro, 100H Battery, ENx,LED Display, Stream Ad Free Music via App Bluetooth",1399,4990.0,71,3.8,121662,Earphone,Flipkart
HOPPUP Predator Xo3 Gaming Earbuds with 35MS Bluetooth,797,4999.0,84,3.8,9975,Earphone,Flipkart
"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, Low Latency, 5.3v Bluetooth",799,4999.0,84,3.8,280633,Earphone,Flipkart
"Number Navo Buds X1 w/ 50H Playtime, Dual Pairing, 13mm Speakers, ENC, 45ms Low Latency Bluetooth",599,3999.0,85,3.8,31736,Earphone,Flipkart
"Number Super Buds Pro GT99 Dual Pair, 4 Mic ENC Gaming RGB TWS,35ms Latency,50H Battery Bluetooth",799,4999.0,84,3.8,32756,Earphone,Flipkart
"boAt Rockerz 110 with 40 HRS Playback, ENx Technology, Beast Mode & ASAP Charge Bluetooth",899,2490.0,63,3.8,179432,Earphone,Flipkart
"boAt Airdopes Prime 413,AI-ENx Tech, 50H Battery,Multi Connect,App Support,BEAST Mode Bluetooth",1399,4490.0,68,3.8,4138,Earphone,Flipkart
HOPPUP Predator Xo1 Earbuds with 50H Bluetooth Gaming,699,4999.0,86,3.8,34248,Earphone,Flipkart
"GOBOULT W20 with ENC Mic, 40Hrs Battery Life, Low Latency Gaming, 5.3v Bluetooth",799,2499.0,68,3.8,268182,Earphone,Flipkart
"GOBOULT Mustang Torq 60Hrs Battery Life, App Support, 4 Mic ENC, Breathable LEDs, 5.4v Bluetooth",1799,5999.0,70,3.8,85000,Earphone,Flipkart
"HOPPUP Xo6 Gaming Earbuds with 35MS Low Latency, RGB LED, 13MM DRIVERS & 50H PlayTime Bluetooth",789,4999.0,84,3.8,11050,Earphone,Flipkart
"Noise Buds VS102 Neo with 40 Hrs Playtime, Environmental Noise Cancellation, Quad Mic Bluetooth",799,3499.0,77,3.8,140270,Earphone,Flipkart
"TRIGGR Ultrabuds N1 Neo with ENC, 40Hr Playback, 13mm Drivers, Rich Bass, Fast Charging Bluetooth",599,2999.0,80,3.8,72449,Earphone,Flipkart
"Noise Buds UNO, 40Hrs Playtime, Quad Mic with ENC, Premium Leather Accent, Dual Pair Bluetooth",1099,3499.0,68,3.8,21766,Earphone,Flipkart
"realme Buds T310 with 12.4mm Driver, 46dB ANC, Spatial Audio and upto 40 hours Playback Bluetooth",2199,3999.0,45,3.8,98882,Earphone,Flipkart
"realme Buds T310 with 12.4mm Driver, 46dB ANC, Spatial Audio and upto 40 hours Playback Bluetooth",2199,3999.0,45,3.8,98882,Earphone,Flipkart
"PTron Bassbuds Vibe w/ 34 Hrs Playback,Clear Calls,13mm Dynamic Drivers,Bluetooth V5.3 Bluetooth",599,2899.0,79,3.8,22297,Earphone,Flipkart
"Noise Buds VS102 Elite with 50Hr Playtime, ENC, Quad Mic, Chrome finish Flybird Design Bluetooth",999,3499.0,71,3.8,689023,Earphone,Flipkart
"truke Buds Lite with 60H Playtime, Deep Bass, 13mm Speakers, Quad-Mic ENC, Low Latency Bluetooth",699,2499.0,72,3.8,4808,Earphone,Flipkart
OnePlus Nord Buds 3 Bluetooth,2290,2799.0,18,3.8,68630,Earphone,Flipkart
"boAt Airdopes 161 ANC Elite,ANC, 50 H Battery,,ENx Tech, Stream Ad Free Music via App Bluetooth",1499,6999.0,78,3.8,1534452,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Low Latency Gaming, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
JBL C150SI with One Button Universal Remote Wired,699,1399.0,50,3.8,437247,Earphone,Flipkart
"Portronics Conch Sigma A in Ear 3.5mm Wired Earphones,in Line HD Mic,14.2mm Driver Wired",299,599.0,50,3.8,1394,Earphone,Flipkart
CMF by Nothing Buds Pro 2 with 50 dB ANC| Hi-Res + LDAC| Smart Dial| Spatial Audio|Dual Drivers Bluetooth,4299,4999.0,14,3.8,21073,Earphone,Flipkart
"realme Buds Wireless 5 with 50dB ANC, 360 degree Spatial Audio, IP55 and 38hrs Playback Bluetooth",1799,2799.0,35,3.8,63260,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
FRONY EQ-1033 P47 Headset Super Extra Bass Bluetooth Headset (Furious On the Ear) Bluetooth,298,899.0,66,3.8,20,Earphone,Flipkart
"ZEBRONICS Zeb-Sound Bomb 7, TWS, 60h Backup, BT v5.2, ENC, Rapid Charge, Flash Connect Bluetooth",799,4299.0,81,3.8,18707,Earphone,Flipkart
Mi Basic Wired Headset with Mic,499,599.0,16,3.8,558182,Earphone,Flipkart
"Portronics Harmonics Twins S3 Smart TWS Earbuds,20 Hours Playtime, Booming Bass Bluetooth",648,1999.0,67,3.8,10584,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"Noise Buds VS102 Elite with 50Hr Playtime, ENC, Quad Mic, Chrome finish Flybird Design Bluetooth",999,3499.0,71,3.8,689023,Earphone,Flipkart
"GOBOULT Z60 with 60Hr Battery, 4 Mic ENC, 50ms Ultra Low Latency, 5.3v Bluetooth",899,2999.0,70,3.8,97742,Earphone,Flipkart
"HOPPUP Predator Xo4 Gaming Earbuds with 35MS Low Latency,50H PlayTime Bluetooth",698,4999.0,86,3.8,10540,Earphone,Flipkart
"GOBOULT W40 with 4 Mic ENC, 48H Battery Life, Low Latency Gaming, 5.3v Bluetooth",899,2999.0,70,3.8,173635,Earphone,Flipkart
"PTron Bassbuds Vibe w/ 34 Hrs Playback,Clear Calls,13mm Dynamic Drivers,Bluetooth V5.3 Bluetooth",599,2899.0,79,3.8,22297,Earphone,Flipkart
HOPPUP Predator Xo3 Gaming Earbuds with 35MS Bluetooth,797,4999.0,84,3.8,9975,Earphone,Flipkart
"boAt Airdopes 800 w/ Dolby Audio, 4 Mics AI-ENx Tech, Titanium Drivers & ASAP Charge Bluetooth",1799,6490.0,72,3.8,25876,Earphone,Flipkart
"Aroma NB119 Titanium Pro Upto 100 Hr Playtime*,ENC,Fast Charging,Dual Pairing Neckband Bluetooth",499,1499.0,66,3.8,378647,Earphone,Flipkart
"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, Low Latency, 5.3v Bluetooth",799,4999.0,84,3.8,280633,Earphone,Flipkart
"Number Super Buds Pro GT99 Dual Pair, 4 Mic ENC Gaming RGB TWS,35ms Latency,50H Battery Bluetooth",799,4999.0,84,3.8,32756,Earphone,Flipkart
MOTOROLA Moto Buds Bass |Hi-Res Audio & LDAC | 12.4mm drivers |50dB True ANC | 6 Mic Bluetooth,2299,4999.0,54,3.8,13967,Earphone,Flipkart
"Jib Wired Earbuds with Microphone, Noise Isolating Fit, Call and Track Control",399,1999.0,80,3.8,56953,Earphone,Flipkart
"truke Buds Lite with 60H Playtime, Deep Bass, 13mm Speakers, Quad-Mic ENC, Low Latency Bluetooth",699,2499.0,72,3.8,4808,Earphone,Flipkart
"Noise Buds Play with BT v6.0, 13mm Driver, 40Hrs Playtime, IPX4 Water Resistance Bluetooth",999,2999.0,66,3.8,306,Earphone,Flipkart
"boAt Rockerz 110 with 40 HRS Playback, ENx Technology, Beast Mode & ASAP Charge Bluetooth",899,2490.0,63,3.8,179432,Earphone,Flipkart
"GOBOULT Mustang Torq 60Hrs Battery Life, App Support, 4 Mic ENC, Breathable LEDs, 5.4v Bluetooth",1799,5999.0,70,3.8,85000,Earphone,Flipkart
"Aroma NB121 Corridor Upto 40 Hours Playtime* Fast Charging, Dual Pairing Neckband Bluetooth",239,1299.0,81,3.8,427305,Earphone,Flipkart
"boAt Rockerz 202, 20H Battery, ENx, ASAP Charge, Dual Pairing, Voice Assistant, IPX5 Bluetooth",799,2790.0,71,3.8,4406,Earphone,Flipkart
"TRIGGR Ultrabuds N1 Neo with ENC, 40Hr Playback, 13mm Drivers, Rich Bass, Fast Charging Bluetooth",599,2999.0,80,3.8,72449,Earphone,Flipkart
"HOPPUP Xo6 Gaming Earbuds with 35MS Low Latency, RGB LED, 13MM DRIVERS & 50H PlayTime Bluetooth",789,4999.0,84,3.8,11050,Earphone,Flipkart
"boAt Airdopes 161 ANC Elite,ANC, 50 H Battery,,ENx Tech, Stream Ad Free Music via App Bluetooth",1499,6999.0,78,3.8,1534452,Earphone,Flipkart
"boAt Airdopes 71,40 H Battery, ENx Tech, Low Latency, Stream Ad Free Music via App Bluetooth",999,3990.0,74,3.8,153129,Earphone,Flipkart
myxes Earbuds Bluetooth V5.1 True Wireless stereo Bluetooth,372,1999.0,81,3.8,3388,Earphone,Flipkart
boAt boAt Bassheads 100 Wired Earphones Wired,299,999.0,70,3.8,1482698,Earphone,Flipkart
"truke Buds Lite with 60H Playtime, Deep Bass, 13mm Speakers, Quad-Mic ENC, Low Latency Bluetooth",699,2499.0,72,3.8,4808,Earphone,Flipkart
"Noise Buds UNO, 40Hrs Playtime, Quad Mic with ENC, Premium Leather Accent, Dual Pair Bluetooth",1099,3499.0,68,3.8,21766,Earphone,Flipkart
SpinBot BattleBudz C10 Type-C Gaming Earphones with Boom Mic Wired Gaming,697,1499.0,53,3.8,4903,Earphone,Flipkart
TECHFIRE 500v2 Neckband hi-bass Wireless Bluetooth headphone Bluetooth,288,799.0,63,3.8,165079,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Low Latency Gaming, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"Aroma NB124 Clock Upto 100 Hours Playtime*,ENC, Voice Changer Fast Charging Neckband Bluetooth",361,2499.0,85,3.8,8651,Earphone,Flipkart
"TRIGGR Kraken X4 with 13mm Drivers, 40ms Latency, ENC, 60H Battery, Rubber Finish, v5.4 Bluetooth",999,3999.0,75,3.8,50698,Earphone,Flipkart
"GOBOULT Y1 with Zen ENC Mic, 50H Battery, Fast Charging, Pro+ Calling Bluetooth",899,5499.0,83,3.8,580620,Earphone,Flipkart
"Mivi Duopods K2, 40Hrs PT, HD Call, Fast Charging, 50ms Latency,IPX4, Voice Asst.5.3v Bluetooth",699,2999.0,76,3.8,122721,Earphone,Flipkart
FRONY EQ-1033 P47 Headset Super Extra Bass Bluetooth Headset (Furious On the Ear) Bluetooth,298,899.0,66,3.8,20,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
boAt Rockerz 255 Arc with ENx Technology and upto 30 Hours Playback Bluetooth,999,2990.0,66,3.8,47133,Earphone,Flipkart
"PTron Bassbuds Vibe w/ 34 Hrs Playback,Clear Calls,13mm Dynamic Drivers,Bluetooth V5.3 Bluetooth",599,2899.0,79,3.8,22297,Earphone,Flipkart
"Portronics Harmonics Twins S3 Smart TWS Earbuds,20 Hours Playtime, Booming Bass Bluetooth",648,1999.0,67,3.8,10584,Earphone,Flipkart
"PTron Bassbuds Vibe w/ 34 Hrs Playback,Clear Calls,13mm Dynamic Drivers,Bluetooth V5.3 Bluetooth",599,2899.0,79,3.8,22297,Earphone,Flipkart
"boAt Airdopes Prime 413,AI-ENx Tech, 50H Battery,Multi Connect,App Support,BEAST Mode Bluetooth",1399,4490.0,68,3.8,4138,Earphone,Flipkart
HOPPUP Predator Xo3 Gaming Earbuds with 35MS Bluetooth,797,4999.0,84,3.8,9975,Earphone,Flipkart
MarQ by Flipkart Rhythm Q0824 30 Hours Playtime Type C Fast Charging Bluetooth Dual Mic ENC Bluetooth,499,2999.0,83,3.8,855,Earphone,Flipkart
"HOPPUP S40 Earbuds with 13MM Drivers, 40H Playtime, Rage Mode,ENC & Type-C Bluetooth Gaming",599,3999.0,85,3.8,69375,Earphone,Flipkart
"GOBOULT Astra with Quad Mic ENC, 48Hrs Battery, Made in India, 5.3v Bluetooth",1099,3499.0,68,3.8,172614,Earphone,Flipkart
"GOBOULT Z40 with ENC Mic, 60Hr Battery, Metal Finish, Low Latency, 5.3v Bluetooth",799,4999.0,84,3.8,280633,Earphone,Flipkart
"Portronics Harmonics Twins S13 in Ear Earbuds With Mic,24H Playtime,Game/Music Mode,BT5.3v Bluetooth",599,1999.0,70,3.8,4930,Earphone,Flipkart
"PHILIPS TAT1269WT In-Ear Earbuds, 13mm Drivers, 40H, IPX5, BT 5.4, Touch/Voice Controls Bluetooth",999,1999.0,50,3.8,5766,Earphone,Flipkart
"Number Super Buds Pro GT99 Dual Pair, 4 Mic ENC Gaming RGB TWS,35ms Latency,50H Battery Bluetooth",799,4999.0,84,3.8,32756,Earphone,Flipkart
"GOBOULT Mustang Torq 60Hrs Battery Life, App Support, 4 Mic ENC, Breathable LEDs, 5.4v Bluetooth",1799,5999.0,70,3.8,85000,Earphone,Flipkart
"TRIGGR COSMOS with Textured Design, Dual Pairing, 50H Battery, 13mm Drivers, BT v5.3 Bluetooth",799,3999.0,80,3.8,241,Earphone,Flipkart
"Aroma NB120 Amaze Upto 50 Hours* Playtime, Fast Charging, Dual Pairing BT Neckband Bluetooth",499,2299.0,78,3.8,155455,Earphone,Flipkart
SONY EX14AP Wired,549,1290.0,57,3.8,157198,Earphone,Flipkart
vivo XE160 Hi-Fi earphones with Half In-Ear Wired Gaming,416,499.0,16,3.8,1549,Earphone,Flipkart
"HOPPUP Xo6 Gaming Earbuds with 35MS Low Latency, RGB LED, 13MM DRIVERS & 50H PlayTime Bluetooth",789,4999.0,84,3.8,11050,Earphone,Flipkart
"TRIGGR Ultrabuds N1 Neo with ENC, 40Hr Playback, 13mm Drivers, Rich Bass, Fast Charging Bluetooth",599,2999.0,80,3.8,72449,Earphone,Flipkart
"Noise Buds N2 Pro (New Launch) with 70H Playtime, 32dB ANC, Instacharge & BTv6.0 Bluetooth",1599,4999.0,68,3.8,1573,Earphone,Flipkart
"GOBOULT Mustang Torq 60Hrs, App Support, 4Mic ENC, Breathable LED, 5.4v Bluetooth",1799,5999.0,70,3.8,85000,Earphone,Flipkart
"Noise Buds UNO, 40Hrs Playtime, Quad Mic with ENC, Premium Leather Accent, Dual Pair Bluetooth",1099,3499.0,68,3.8,21766,Earphone,Flipkart
"Noise Buds VS102 Elite with 50Hr Playtime, ENC, Quad Mic, Chrome finish Flybird Design Bluetooth",999,3499.0,71,3.8,689023,Earphone,Flipkart
"GOBOULT Y1 Pro with 4 Mic ENC, 60Hrs Battery Life, Fast Charging, 5.3v Bluetooth",999,5999.0,83,3.8,148392,Earphone,Flipkart
